,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
39757,6Z75MVEou08v513A8DUbpw,"""The Side Door Grill and Tap""",Capitol,"""240 W Gilman St""",Madison,WI,53703,43.07546,-89.393063,4.0,92,1,Nightlife;Restaurants;Pubs;American (Traditional);Burgers;Bars
40064,zY5Y1rYbS_6zrs1s5Ea2SA,"""Rocky Rococo Pan Style Pizza""",,"""66 W Towne Mall""",Madison,WI,53719,43.0572515,-89.5055108,1.5,4,1,Pizza;Restaurants
40066,DHiXfpd_vSfCCeFXPSucTA,"""4&20 Bakery & Cafe""",Emerson East,"""305 N 4th St""",Madison,WI,53704,43.098233799999996,-89.3570463,4.5,135,0,Food;Coffee & Tea;Bakeries;Restaurants;Breakfast & Brunch
40094,nQNjtPpAHw0A8FZj1hPajQ,"""Orpheum Theater""",Capitol,"""216 State St""",Madison,WI,53703,43.0748942,-89.3886553,3.5,59,1,Event Planning & Services;Venues & Event Spaces;Music Venues;Arts & Entertainment;Restaurants;Nightlife;Cinema
40192,aPv_Hk2yh0A-AceqCuTO9A,"""Milio's Sandwiches""",Emerson East,"""2202 E Johnson St""",Madison,WI,53704,43.0983642301,-89.35706161270001,4.0,12,1,Restaurants;Sandwiches
40318,UNPkYPoR-zPfnpTL6GVgzQ,"""Jimmy John's""",South Campus,"""1 N Randall Ave""",Madison,WI,53715,43.0680526,-89.4087702,3.5,6,1,Sandwiches;Restaurants;Food;Delis;Food Delivery Services
40834,FTo64sohiSRBRM9e9NzeAQ,"""El Sabor de Puebla""",Williamson - Marquette,"""1133 Williamson St""",Madison,WI,53703,43.0825782,-89.36491840000001,4.0,35,1,Mexican;Restaurants
40850,o_nzVUVvwBYl3itDdzMddw,"""Bennett's Meadowood Country Club""",Orchard Ridge Community,"""2009 Freeport Rd""",Madison,WI,53711,43.0319789,-89.46042609999999,4.0,23,1,Nightlife;Restaurants;Country Clubs;Sports Bars;Arts & Entertainment;Burgers;Bars;Dive Bars
40874,QwGV_v3s9eOMzfWrFLUf6A,"""Whole Foods Market""",,"""3313 University Ave""",Madison,WI,53705,43.0747957,-89.44410490000001,3.5,87,1,Organic Stores;Grocery;Delis;Restaurants;Health Markets;Food;Specialty Food
40911,8PCFk6ZKDm73Ag42C8XtGw,"""Chaat Cafe""",,"""705 South Gammon Rd""",Madison,WI,53719,43.049647799999995,-89.5027501,3.5,15,1,Pakistani;Indian;Halal;Restaurants
41026,OoI3WUe4Xl86d53avy3oVA,"""A Pig In a Fur Coat""",Williamson - Marquette,"""940 Williamson St""",Madison,WI,53703,43.0805044,-89.3685777,4.5,339,1,Tapas Bars;Mediterranean;Restaurants;American (New);Gastropubs
41366,4mYNxIZan0vuTqZ9BS7__w,"""Smoothie King""",,"""2980 Cahill Main""",Madison,WI,53711,43.0177969,-89.4233931,3.5,14,1,Health Markets;Restaurants;Specialty Food;Food;Juice Bars & Smoothies
41802,zINKP9rtvo2IUKTZoYJUvQ,"""Cento""",Capitol,"""122 W Mifflin St""",Madison,WI,53703,43.074337,-89.387364,4.0,237,1,Breakfast & Brunch;Restaurants;Desserts;Food;Italian
42340,arWSu95pE-EV4bZRTd-lTQ,"""Carnival's""",Bay Creek,"""1017 S Park St""",Madison,WI,53715,43.055991999999996,-89.3976859,3.5,5,0,Restaurants;Ice Cream & Frozen Yogurt;Hot Dogs;Food;Cheesesteaks
42414,iiEjVLb4JDLE2xl8YGR-Gw,"""Chili King""",Greenbush,"""602 S Park St""",Madison,WI,53715,43.0608156262,-89.4010070761,3.5,28,1,Chinese;Restaurants
42426,EvT9WywIVoi1p0GaoGteTg,"""The Wing King""",,"""707 S Gammon Rd""",Madison,WI,53719,43.049545,-89.5027583,2.5,6,1,Chicken Wings;Restaurants
42458,VrE8b5u-ai47W__Diw_mKg,"""Amy's Cafe""",Capitol,"""414 W Gilman St""",Madison,WI,53703,43.0745706,-89.39406170000001,4.0,35,0,Bars;American (Traditional);Restaurants;Nightlife;Lounges
42656,7oG9TB-SFG9Tpo3QvrYIUQ,"""MadisonTap""",Williamson - Marquette,"""829 E Washington Ave""",Madison,WI,53703,43.0814961,-89.37369620000001,4.5,12,1,Pubs;Breweries;Restaurants;Gastropubs;Bars;Beer Gardens;Food;Beer Bar;Nightlife
42722,_xcDTH9G4LDqADfpmok6SQ,"""Pizza Hut""",,"""2935 S Fish Hatchery Rd, Ste 1""",Madison,WI,53711,43.0144669,-89.42753859999999,2.0,4,1,Restaurants;Chicken Wings;Italian;Pizza
42792,s44Pr0mXmAtxiRqz_m9CPA,"""Murphy's Bar and Restaurant""",,"""5344 Hwy 113""",Madison,WI,53704,43.149324,-89.399159,4.0,27,1,Bars;Nightlife;Restaurants;Pubs;American (Traditional)
43070,E4HlcOykIxIDiJyUKO-eIg,"""Chang Jiang Restaurant""",Westhaven Trails,"""3195 Muir Field Rd""",Madison,WI,53719,43.0159883,-89.5114728,2.5,20,1,Restaurants;Chinese
43600,V80NaT5ZnfuA31yW3Y5Pdg,"""El Grito Taqueria""",Capitol,"""50 State St""",Madison,WI,53703,43.0747316,-89.3862126,5.0,23,1,Street Vendors;Restaurants;Food Trucks;Food;Mexican
43620,6tTv835MSguUBDpDtVRvMA,"""Taqueria Sabor Queretano""",Bluff Acres,"""4512 E Washington Ave""",Madison,WI,53704,43.129593,-89.309073,4.0,94,1,Restaurants;Mexican
43709,P3pgWKV7j_ea-UqIaOnvvg,"""Melly Mell's""",,"""313 W Beltline Hwy""",Madison,WI,53713,43.036897700000004,-89.3882153,4.5,20,0,Delis;Food;Specialty Food;Event Planning & Services;Soul Food;Caterers;Restaurants
43859,B0KLBjiTkR4gz-fYDYv13A,"""Brothers Three Bar & Grill""",Carpenter-Ridgeway,"""614 N Fair Oaks Ave""",Madison,WI,53714,43.1073114,-89.33093819999999,4.0,56,1,American (Traditional);Bars;Burgers;Breakfast & Brunch;Food;Restaurants;Nightlife;Beer;Wine & Spirits
43979,EWcCj1D3K1NnEgYD_LjgDQ,"""Cool Beans Coffee Cafe""",,"""1748 Eagan Rd""",Madison,WI,53704,43.1229341,-89.30900679999999,4.5,64,1,Coffee & Tea;Sandwiches;Restaurants;Cafes;Food
44003,_VG3IAIbXdends4ATxlEiA,"""McDonald's""",Burr Oaks,"""2402 S Park St""",Madison,WI,53713,43.0395114,-89.39466390000001,1.0,6,1,Restaurants;Fast Food;Burgers
44304,Ev142kLmV_ASI9iAl-KfKA,"""Pizza Pit Extreme""",Dudgeon-Monroe,"""1614 Monroe St""",Madison,WI,53711,43.06713,-89.414179,3.0,30,1,Chicken Wings;Event Planning & Services;Italian;Sandwiches;Pizza;Caterers;Restaurants
44469,R-9gUTN8BJIDqGgzXEmq3Q,"""Lee's Garden""",,"""7475 Mineral Point Rd""",Madison,WI,53717,43.05862020000001,-89.5122609,3.0,20,0,Asian Fusion;Restaurants;Chinese
44871,q7O9lH4PaBZj3FTIhRYnkQ,"""Harold's Chicken""",,"""707 S Gammon Rd""",Madison,WI,53719,43.049545,-89.5027583,4.0,30,0,Chicken Wings;Fast Food;Restaurants
44990,_n7WS5jqFs89WHOINineqg,"""Lakeside Street Coffee House""",Bay Creek,"""402 W Lakeside St""",Madison,WI,53715,43.05628970000001,-89.3890061,4.5,79,1,Restaurants;Bakeries;Food;Coffee & Tea;Sandwiches
45222,X5valo7w5BVwFn4lZ2P3Sg,"""Casa Bianca""",Junction Ridge,"""515 Junction Rd, Ste F""",Madison,WI,53717,43.0715645,-89.52450259999999,4.5,4,0,Pizza;Restaurants
45230,NDZAQuVpv_KZuSjKYpXf5Q,"""Campus Inn""",Capitol,"""601 Langdon St""",Madison,WI,53703,43.075514,-89.395657,3.5,17,0,Bars;Bed & Breakfast;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Cocktail Bars;Nightlife;American (Traditional)
45244,ubEa6XiMt6gOJ9xsUkbpEw,"""L'Etoile""",Capitol,"""1 S Pinckney St""",Madison,WI,53703,43.0752894562,-89.38236003360001,4.5,223,1,American (New);Restaurants
45313,ow93ue9XJa0uesCmdnRhEw,"""Badger Tavern""",,"""1612 Seminole Hwy""",Madison,WI,53711,43.0354313,-89.444136,4.0,16,1,American (New);Bars;Restaurants;Nightlife
45637,MWYJl-bIxhtQ-4Kg3ENUxA,"""Rosati's Pizza""",,"""6644 Mineral Point Rd""",Madison,WI,53705,43.0614686,-89.4964192,3.5,79,1,Italian;Pizza;Restaurants;Event Planning & Services;Caterers
45957,hNpUT1RRuE6rj-QvnZvVqQ,"""Banzo Shük""",Williamson - Marquette,"""1511 Williamson St""",Madison,WI,53703,43.0874279,-89.35867890000002,4.5,21,0,Mediterranean;Falafel;Restaurants
46069,jDooRCbkYH74g5Tnw-SwrA,"""New Orleans Take-Out""",Vilas,"""1517 Monroe St""",Madison,WI,53711,43.067353999999995,-89.4130592,4.0,95,1,Restaurants;Cajun/Creole
46129,O2ZnBnTqw6Xi95ogL0hBEg,"""Pots N Tots""",South Campus,"""""",Madison,WI,53706,43.07305170000001,-89.4012302,4.0,10,1,Food Trucks;Food Stands;Restaurants;Sandwiches;Food
46204,jE5lfHPvsuNCJijXWaPqTw,"""Madison Club""",Capitol,"""5 E Wilson St""",Madison,WI,53703,43.072474,-89.38073100000001,4.0,19,1,Nightlife;American (New);Bars;Venues & Event Spaces;Restaurants;Event Planning & Services
46227,nJClfvVwSrr2uuo_y2wO4w,"""The Nile""",,"""6119 Odana Rd""",Madison,WI,53719,43.0530217,-89.48637430000001,3.5,118,1,Restaurants;Mediterranean
46515,vR5Hppx__U_VXObK8VPLOw,"""Graft""",Capitol,"""18 N Carroll St""",Madison,WI,53703,43.0742022,-89.3862015,4.5,245,1,Nightlife;American (New);Restaurants;Wine Bars;Bars
46978,8cUCAdu2gFBjdWDKWaetRQ,"""Lake Vista Cafe""",Capitol,"""One John Nolen Dr""",Madison,WI,53703,43.0717445,-89.38040179999999,4.5,15,1,Restaurants;Seafood;American (Traditional)
47048,ZjMNad9hCvBJficJA0bFRQ,"""Gumby's Pizza""",,"""2825 University Ave""",Madison,WI,53705,43.07428970000001,-89.4374308,3.5,19,0,Pizza;Restaurants
47240,mtjvQctnZEB-c__x5LXCvA,"""Glaze Teriyaki""",Capitol,"""563 State St""",Madison,WI,53703,43.0748641,-89.3954296,3.5,27,1,Restaurants;Asian Fusion;Fast Food;Japanese
47260,kjV76iCWwQedixbRIvC9gQ,"""Subway""",Emerson East,"""1862 E Washington Ave""",Madison,WI,53704,43.0917679,-89.36019559999998,3.5,3,1,Sandwiches;Restaurants;Fast Food
47371,eRGTss9r2Et8s_1UiPBKOg,"""SCONNIEBAR""",Vilas,"""1421 Regent St""",Madison,WI,53719,43.067681956,-89.41018725110001,4.0,14,1,Restaurants;Sports Bars;American (New);Bars;Burgers;Nightlife;Chicken Wings
47896,NrpgcAPTAtMNoW4O_G0rwQ,"""S2pizzabar""",Capitol,"""558 State St""",Madison,WI,53703,43.075140999999995,-89.394958,4.0,15,0,American (New);Salad;Restaurants;Pizza
48284,lzD08INl2DDUcDGHXsMkmA,"""Cafe Assisi""",Capitol,"""254 W. Gilman Street, Second Floor""",Madison,WI,53703,43.0751696,-89.3935408,4.5,5,0,Coffee & Tea;Restaurants;Food
48289,cjKl-UhaBcqAMN-fPAlA_w,"""Green Life Cafe""",Dudgeon-Monroe,"""1934 Monroe St""",Madison,WI,53711,43.063973299999994,-89.4189097,4.0,6,0,Juice Bars & Smoothies;Restaurants;Food;Cafes
48314,aRIZPbrHwnM04TTXLYrFMg,"""Eno Vino Wine Bar & Bistro""",Junction Ridge,"""601 Junction Rd""",Madison,WI,53717,43.073189,-89.525189,4.0,250,1,Bars;American (New);Nightlife;Restaurants;Wine Bars;Tapas/Small Plates
48455,CFnO6hcjUAT7RoUdbGsEPQ,"""Brat und Brau""",Sherman,"""2933 N Sherman Ave""",Madison,WI,53704,43.1279566983,-89.3612542889,3.5,14,0,Burgers;Restaurants;Sandwiches;American (Traditional)
48643,l40bwGID1swnFoX-PvmTEw,"""My Buddies""",Mayfair Park,"""4235 Lien Rd""",Madison,WI,53714,43.1206789,-89.3096139,3.0,9,0,Nightlife;Restaurants;American (Traditional);Sports Bars;Bars
48903,mzq_UgBRWsxTjb7oBNajWA,"""Great Dane Pub & Brewing""",,"""357 Price Pl""",Madison,WI,53705,43.0711419,-89.4523269,3.5,182,1,American (New);Nightlife;Bars;American (Traditional);Restaurants;Breweries;Food
48930,tZOMMBJEzkJo6okIwG1Pmw,"""Mad Town Gastropub""",,"""4000 International Ln""",Madison,WI,53704,43.1360768762,-89.3457995141,2.0,33,1,Restaurants;Gastropubs
49072,MSrcYJoM9cNLS9-wfTZX3w,"""Highland Corner Grill""",Regent,"""2424 University Ave""",Madison,WI,53726,43.072493,-89.42778,3.5,5,1,Restaurants;American (Traditional);Food;Pizza;Burgers;American (New);Beer;Wine & Spirits
49105,lw_vRdg4qUprQEgWDG6czQ,"""Hooters""",,"""2639 East Springs Dr""",Madison,WI,53704,43.132076500000004,-89.3015005,3.0,29,1,Chicken Wings;Bars;Restaurants;American (Traditional);Nightlife;Sports Bars
49106,Ib2-QQytp9eqwaOgY_zeYw,"""New Orleans Take-Out""",,"""1920 Fordem Ave""",Madison,WI,53704,43.0984345318,-89.36446666719999,4.0,57,0,Restaurants;Sandwiches;Seafood;Cajun/Creole
49183,z9lOfnUorcbWR_xS0DSeHw,"""Fugu""",Capitol,"""411 W Gilman St""",Madison,WI,53703,43.074411100000006,-89.3936466,3.5,156,0,Dim Sum;Restaurants;Thai;Asian Fusion;Chinese;Seafood;Soup
49754,yLrCSSrSnpxB-0ZEPt19jA,"""Pizza Di Roma""",Capitol,"""313 State St""",Madison,WI,53703,43.0747746539,-89.390860818,3.5,94,1,Restaurants;Seafood;Italian;Pizza;Soup
49764,cPfnF9PAvVjamEdZM3wTzA,"""QQ Asian Buffet""",,"""1291 N Sherman Ave""",Madison,WI,53704,43.1137364,-89.3637805,2.0,11,0,Chinese;Restaurants
49819,3wW0ls1tLyYabs2lwEndzA,"""Mercury Cafe""",Capitol,"""117 E Mifflin St""",Madison,WI,53703,43.076622,-89.383313,2.5,5,0,Greek;Restaurants;Dive Bars;Bars;Nightlife
49820,wbia2cGn5pUSCZGLYTu0kw,"""Portage Pi Cafe & Juice Bar""",Capitol,"""601 Langdon St""",Madison,WI,53703,43.075514,-89.395657,4.0,10,1,Coffee & Tea;Cafes;Juice Bars & Smoothies;Food;Restaurants
49838,YgBQEX8dB27FdYj7PaPhPw,"""Gates & Brovi""",Dudgeon-Monroe,"""3502 Monroe St""",Madison,WI,53711,43.052915999999996,-89.435789,3.5,159,1,Sports Bars;Breakfast & Brunch;American (New);Restaurants;Nightlife;Sandwiches;Bars
49850,K3790-2nF-iHvfPMnthLaQ,"""Coreana""",,"""1401 University Ave""",Madison,WI,53715,43.073137599999995,-89.4092065,3.5,5,0,Korean;Restaurants;Japanese
49889,OnKyFU0FsiPVd8Jwl6st6g,"""Fromagination""",Capitol,"""12 S Carroll St""",Madison,WI,53703,43.0734313842,-89.38494230270001,4.0,176,1,Tasting Classes;Food;Restaurants;Cheese Tasting Classes;Cheese Shops;Education;Specialty Food;Sandwiches
49980,r4RCtOZxp0nXpuoN_Usd1w,"""India Darbar""",,"""6119 Odana Rd""",Madison,WI,53774,43.0529395,-89.48618459999999,4.5,6,0,Restaurants;Indian;Pakistani
50229,tt96sjIQIKgtGEvRHhLfBg,"""Burger King""",,"""6909 Odana Rd""",Madison,WI,53719,43.0562518,-89.50108399999999,2.0,11,1,Burgers;Fast Food;Restaurants
50544,p4h2-y4muYzTr94pBT4mZg,"""Taco Bell""",Norman Acres,"""4120 E Washington Ave""",Madison,WI,53704,43.124969,-89.313502,3.0,4,1,Mexican;Tex-Mex;Fast Food;Restaurants
50636,NiNRA6t16CtUQKopLV1GBQ,"""Lolas Cafe""",Junction Ridge,"""610 Junction Rd, Ste 113""",Madison,WI,53717,43.0735658896,-89.52679349809999,3.0,19,1,Breakfast & Brunch;American (Traditional);Restaurants;American (New)
50648,AQpa7zmLctO7b9mdFU-_Og,"""Tap Room At Hawks Landing""",Hawk's Landing,"""88 Hawks Landing Cir""",Madison,WI,53593,43.034036433999994,-89.5441021312,4.0,14,0,Bars;Restaurants;Pubs;Nightlife;American (New)
50758,K6YZd1zjr700Wb5-Ng3Dmg,"""TnT's Coffee & Cafe""",Wexford,"""729 N High Point Rd""",Madison,WI,53717,43.0757768,-89.51867170000001,3.5,51,1,Breakfast & Brunch;Food;Bakeries;Restaurants;Coffee & Tea;Cafes
50800,KBWpa4uN2ke1t2cp27r9tw,"""Zen Sushi""",Capitol,"""700 State St""",Madison,WI,53706,43.0749089,-89.3973684,5.0,6,1,Restaurants;Japanese;Sushi Bars;Street Vendors;Food
51257,jqNfrXF4e1JjxU3WNj73SA,"""TCBY""",,"""6654 Odana Rd""",Madison,WI,53719,43.056323299999995,-89.4946584,4.5,7,0,Ice Cream & Frozen Yogurt;Food;Fast Food;Restaurants
51264,rIgbi8lCr85UIKSQDVetZw,"""Bourbon Street Grille""",,"""6308 Metropolitan Ln""",Madison,WI,53713,43.049027200000005,-89.3370562,2.5,41,0,Sandwiches;American (Traditional);Restaurants;Cajun/Creole
51693,EOlHhLgp32dCdSlsMpiG6A,"""Five Guys""",Capitol,"""517 State St""",Madison,WI,53703,43.0746782,-89.3943516,3.5,63,1,Burgers;Restaurants;Fast Food
51834,SPFu6EgRI8PwVuoHEzCgdw,"""Faouzi's Restaurant""",Allied Dunn's Marsh,"""4245 W Beltline Hwy""",Madison,WI,53711,43.034524700000006,-89.44551899999999,4.0,5,0,Moroccan;Restaurants
52090,xkdgCrkgfbI80Htst6-Lbw,"""Laredo's""",,"""694 S Whitney Way""",Madison,WI,53711,43.050422634499995,-89.4747456908,3.5,81,1,Mexican;Tex-Mex;Restaurants
52127,w5eLKjDBu8N_tHtXKe4j-g,"""Ingrid's Lunch Box""",Capitol,"""State St""",Madison,WI,53703,43.074790500000006,-89.3908156,4.5,8,0,Restaurants;Food Stands
52485,wOZUfs_p_AO1zXGkBcX2Bg,"""KFC""",Eastmorland,"""604 Cottage Grove Road""",Madison,WI,53716,43.083999999999996,-89.3162,1.5,11,1,Restaurants;Chicken Wings;Fast Food
52490,caMVCmuEG4rIV8HtTdU9jA,"""The Flying Hound Alehouse""",,"""6317 McKee Rd""",Madison,WI,53719,43.015392887,-89.48246731200001,3.5,118,1,Restaurants;Pubs;Pretzels;Bars;Chicken Wings;Nightlife;Food;Gastropubs
52547,VMPSdoBgJuyS9t_x_caTig,"""Lao Laan-Xang Restaurant""",Williamson - Marquette,"""1146 Williamson St""",Madison,WI,53703,43.083166,-89.364985,4.5,255,1,Laotian;Restaurants;Thai
52902,fdX_eu-dCaKsDaK_itNIzQ,"""Tutto Pasta State Street""",Capitol,"""305 State St""",Madison,WI,53703,43.0747684,-89.3904622,3.0,155,1,Italian;Restaurants
52969,NXTsT01IVpKYPpa_1L-Rlw,"""Applebee's Neighborhood Grill & Bar""",,"""660 S Whitney Way""",Madison,WI,53711,43.052318299999996,-89.47430809999999,2.0,31,1,Steakhouses;Sports Bars;Bars;American (New);Nightlife;Restaurants;American (Traditional);Burgers
53112,wt6SJHPEknFUWjn67_wKoQ,"""El Poblano Mexican Restaurant""",Eastmorland,"""3737 Milwaukee St""",Madison,WI,53714,43.097994,-89.320026,4.5,73,1,Mexican;Restaurants
53310,eab04KSBbf30FqB4cH8erQ,"""Umami Ramen & Dumpling Bar""",Williamson - Marquette,"""923 Williamson St""",Madison,WI,53703,43.079822,-89.36867099999999,3.5,324,1,Japanese;Taiwanese;Chinese;Asian Fusion;Restaurants
53545,NMXig2HCB_sa0E1OCZj-KA,"""Elie's Family Restaurant and Banquet""",Lake Edge,"""4102 Monona Dr""",Madison,WI,53716,43.079131,-89.323261,3.5,16,1,Restaurants;American (Traditional)
53573,-73xAVllMh_O2nEAcGtbvQ,"""Hardee's""",,"""4814 Annamark Dr""",Madison,WI,53704,43.132307,-89.300914,3.0,7,1,American (New);Restaurants
54107,LZGqCuTxaCbzgjv3N4xnWg,"""Sushi & Hibachi Japanese""",,"""5401 Caddis Bend""",Madison,WI,53711,43.01918320000001,-89.4200875,3.5,5,0,Japanese;Restaurants;Food
54440,j1i7s55PmOFzJC3l6O8PiA,"""Hong Kong Station""",Vilas,"""1441 Regent St""",Madison,WI,53711,43.067569,-89.41072700000001,3.5,41,1,Restaurants;Chinese;Cantonese
54458,kWItkhjHRuzfC11CP1E0ZQ,"""Lalo's Mexican Restaurant""",Spring Harbor,"""5510 University Ave""",Madison,WI,53705,43.0830876,-89.47549620000001,4.0,36,1,Mexican;Restaurants
54509,jte_XM9Zo7TX86jlKwq5gg,"""Haldi Masala""",,"""7475 Mineral Point Rd""",Madison,WI,53717,43.059277,-89.512156,4.5,52,1,Indian;Restaurants
54518,tSzIHI6ioblP1WEQAQNbhw,"""Wasabi Japanese Restaurant & Sushi Bar""",Capitol,"""449 State St""",Madison,WI,53703,43.0745126,-89.3933663,3.5,83,1,Sushi Bars;Japanese;Seafood;Restaurants
54533,9urG14qwHtGRpQQUYY2y9A,"""Original Pancake House""",Spring Harbor,"""5518 University Ave""",Madison,WI,53705,43.08336920000001,-89.4759564,4.0,147,1,Breakfast & Brunch;Bakeries;Food;Restaurants
54620,3aEASdWGHArGCQH-7don3A,"""Monona Bakery & Eatery""",Lake Edge,"""4544 Monona Dr""",Madison,WI,53716,43.07051,-89.3254733,4.5,23,1,Desserts;Restaurants;Bakeries;Breakfast & Brunch;Food
54923,Woqed5Fw95J6oEZxIHiBgg,"""Morris Ramen""",Capitol,"""106 King St""",Madison,WI,53703,43.07475430979999,-89.3813350797,4.5,114,1,Japanese;Restaurants;Ramen
54928,9w18Hgg_UmI18YyVTP_E3Q,"""Fuzzy's Taco Shop""",Sunset Village,"""3519 University Ave""",Madison,WI,53719,43.0751082,-89.4476881,3.5,68,0,Restaurants;Mexican
54984,Hc7tSaIHva8WLyBlPDsEjg,"""Get Some Burritos""",Capitol,"""309 N  Henry St""",Madison,WI,53703,43.075185999999995,-89.390129,2.5,21,0,Fast Food;Comfort Food;Food Stands;Mexican;Restaurants
55024,ewEDv_q-K0fV0FepkHB8sA,"""Tornado Steak House""",Capitol,"""116 S Hamilton St""",Madison,WI,53703,43.07243,-89.38434000000001,4.0,416,1,Steakhouses;Restaurants;Seafood;Bars;Italian;Burgers;Nightlife
55550,UzSXgaJjOrtdWATtzgPWqQ,"""Wong's Garden""",Schenk - Atwood,"""2044 Atwood Ave""",Madison,WI,53704,43.0925288,-89.3538449,3.5,17,0,Restaurants;Chinese
55600,M8jR5XMgr2jWrs_EYtaAeQ,"""The Original Vientiane Palace""",Vilas,"""1441 Regent St""",Madison,WI,53711,43.06769439999999,-89.4107334,4.0,13,0,Restaurants;Thai
55992,3uwz62lHoUqKXDDbwErRfQ,"""Copper Top Restaurant""",,"""5401 W Beltline Hwy""",Madison,WI,53711,43.0454124232,-89.47394002040001,3.0,22,1,Restaurants;Breakfast & Brunch;Diners;American (New);American (Traditional)
56037,ih3ddtApyqb6W3T1mkdrag,"""Panera Bread""",,"""3416 University Ave""",Madison,WI,53705,43.075946,-89.446009,3.0,22,1,Sandwiches;Food;Restaurants;Bagels;Soup;Breakfast & Brunch;Salad
56088,BuS11AF9XSHEShscxQEzeg,"""Marigold Kitchen""",Capitol,"""118 S Pinckney St""",Madison,WI,53703,43.0741182,-89.3815111,4.0,503,1,Breakfast & Brunch;Restaurants
56276,lbFkq0Ac2nXeeWBCJ0jZRA,"""Dickey's Barbecue Pit""",,"""4833 Annamark Dr, Ste 200""",Madison,WI,53704,43.133103000000006,-89.299181,4.0,50,1,Restaurants;Barbeque
56317,58c9tCvjkDRONJq8h6NLzg,"""Mexico Lindo""",,"""2001 Zeier Rd""",Madison,WI,53704,43.125728,-89.299717,4.5,13,0,Mexican;Restaurants
56377,Amo5UhXRFce_fegUnFEnMA,"""Laurel Tavern""",Dudgeon-Monroe,"""2505 Monroe St""",Madison,WI,53711,43.0578984,-89.42730829999999,3.0,41,1,Restaurants;American (Traditional);Burgers;Sports Bars;Nightlife;Bars
57213,nfxPOAs7FxnLZHKBpP6S5A,"""Madtown Burger Company""",Williamson - Marquette,"""607 E Washington Ave""",Madison,WI,53703,43.078669899999994,-89.3783321,2.0,4,0,Burgers;Restaurants
57343,apDt7MWwZVmh_R1t_WVBzw,"""L & J Deli Store""",Capitol,"""447 West Gilman St""",Madison,WI,53703,43.0736131,-89.3947782,5.0,3,1,Delis;Latin American;Restaurants;Sandwiches
57525,NiBzh0kHusvH5rdnpm7yVw,"""Bandung Indonesian Restaurant""",Williamson - Marquette,"""600 Williamson St, Ste M""",Madison,WI,53703,43.076603999999996,-89.3745656,4.0,193,1,Asian Fusion;Thai;Restaurants;Seafood;Indonesian
57724,xOx-N9G7AteZTnZfVFfNHA,"""Christy's Landing""",,"""2952 Waubesa Ave""",Madison,WI,53711,43.006192766400005,-89.3347907211,2.5,23,1,Bars;Nightlife;Restaurants;American (Traditional);Fish & Chips
57868,NYf9TKBKPpa1wkA_uwIlfg,"""The Weary Traveler Freehouse""",Willy St,"""1201 Williamson St""",Madison,WI,53703,43.0832527245,-89.3643164635,4.0,443,1,Burgers;American (New);Bars;Restaurants;Nightlife
58057,6_YR7epdhDWU_E5Hj4nZrA,"""Taco Heaven""",Capitol,"""320 W Johnson St""",Madison,WI,53703,43.073953700000004,-89.3911446,2.5,6,0,Restaurants;Mexican
58227,ecM2lSLuZhxZKQdGZWMOFg,"""New Seoul Korean""",Regent,"""2503 University Ave""",Madison,WI,53705,43.0720834,-89.42886800000001,3.5,55,0,Korean;Restaurants
58233,yvqMh9kTv3Kx-tocc0DFBQ,"""Johnson Public House""",Tenney - Lapham,"""908 E Johnson St""",Madison,WI,53703,43.084781,-89.37620799999999,4.0,141,1,Bars;Food;Pubs;Coffee & Tea;Breakfast & Brunch;Nightlife;Restaurants
58253,naPGOTVEpRZavvn9-sFg8A,"""Madison Sourdough""",Williamson - Marquette,"""916 Williamson St""",Madison,WI,53703,43.080058,-89.369407,4.0,209,1,Food;Bakeries;Local Flavor;Restaurants;Breakfast & Brunch
58286,2-LcaW9vRqBLKe-5Y6ljVA,"""The Pier""",Capitol,"""The Edgewater, 666 Wisconsin Ave""",Madison,WI,53703,43.0792775,-89.38982879999999,3.0,3,0,Restaurants;Sandwiches;Nightlife;Bars
58287,Dy99p5bWfr6g0UtlmPjDqg,"""Estrellón""",Capitol,"""313 W Johnson St""",Madison,WI,53703,43.074380580799996,-89.3903519958,4.0,126,1,Basque;Tapas Bars;Cafes;Spanish;Restaurants
58301,cMybOpJd352Cb6y9SeVhPw,"""Harvest""",Capitol,"""21 N Pinckney St""",Madison,WI,53703,43.0760472,-89.38380529999999,3.5,200,1,Nightlife;Restaurants;Bars;American (New)
58907,9h-dDy31vMwnlBoX3A7SSQ,"""Legends Sports Bar & Grill""",,"""439 Grand Canyon Dr""",Madison,WI,53719,43.058414,-89.495487,3.0,20,0,Nightlife;American (Traditional);Restaurants;Sports Bars;Bars
59082,bCosDkhWzMJupoRV2be-VA,"""South Bay Lounge""",Waunona,"""5404 Raywood Rd""",Madison,WI,53713,43.046873299999994,-89.3547473,3.5,7,0,Restaurants;Bars;Nightlife;American (Traditional);Lounges
59309,Tiy_skxHMvNCpyzAIqv6qA,"""Old Chicago""",,"""7202 Mineral Point Rd""",Madison,WI,53717,43.0607561,-89.50679190000001,3.0,31,0,Pizza;Restaurants
