,business_id,weekday,hour,checkins
430251,2hGAmn6CJKT-Q1deaEBtGw,Sat,18:00,3
430329,1GGLx6k4SgM-MykB5TTiJg,Sat,0:00,4
430362,kOUnvmGamiw90BfmthoQGg,Mon,19:00,1
430717,2zx0Pt5OeHhjAZoNRqYTog,Tue,22:00,1
430751,kPr9rYEkGwbRLgUHvKljQQ,Thu,21:00,12
430762,IpLvJEjb4AN8eWq5NE2TVA,Fri,1:00,4
430771,flCF_Vp9NOpTVeGv673nSg,Mon,20:00,1
430778,i7PG3pFaBLy9MHM_RYzKAw,Tue,0:00,1
430873,skJ-AlN0DT9pmBDz0ixeJw,Fri,22:00,2
431047,-pV9kWNoA9vyHfM_auYecA,Sun,20:00,15
431051,zERyZLsAyB47bMZlfUV-SQ,Sun,20:00,2
431212,1PUPTbQRums97s6yfTnA5A,Wed,0:00,1
431312,jaoFwU5mqxtw2JpZrM73Yg,Tue,18:00,1
431546,cf0LXwdYZ_9y0BVK-un9ow,Mon,17:00,5
431612,L7ruEZJO8tGQIHPxGTztAA,Sat,19:00,1
431621,UROWdKGa1IQ19Jk4tExvVQ,Thu,22:00,1
431842,XFuNeVTGWZ-UOYO58NNmKg,Tue,23:00,1
432018,EgtyW19V-64c6PmRuvzSEA,Fri,4:00,6
432030,kjs2IutpZINFnTWx4r6j0Q,Sat,0:00,1
432313,_n7WS5jqFs89WHOINineqg,Sat,16:00,5
432555,yvqMh9kTv3Kx-tocc0DFBQ,Fri,19:00,1
432621,JmlSv3iBz3nBEXy5r1yhtg,Tue,20:00,1
433020,oglIZt5mg2nErhpTH_AakQ,Tue,21:00,3
433250,QfWFxmXqRGixztgaZN0gOA,Fri,13:00,2
433350,cTPdZ9Va0HCLESf5gNnXwA,Fri,22:00,12
433356,uteI0OIVarN_qkmORgPPgg,Wed,18:00,1
433433,JtSNHDRRZffnHBEsJudW-g,Wed,18:00,4
433471,skJ-AlN0DT9pmBDz0ixeJw,Wed,22:00,1
433546,-y8Nz-elBXkUYoIoc9AADg,Fri,17:00,1
433759,i7NqPkLgLEBApeoBsPNvyA,Sun,2:00,1
434193,YXe8DxId7IpkW-bUCdfGIg,Wed,21:00,3
434213,utC9M5BetVY6GECRyZeLEw,Wed,16:00,2
434242,XSpEeRqe1CeIBrDoC-wEzg,Thu,6:00,1
434604,RmwfJrR4__hd5Scae5qsTw,Mon,21:00,1
434709,O3tT9S9vZixg1iwiKeWfuw,Fri,4:00,1
434871,brIaz5gTzBX6fgJNQZbUCA,Sun,2:00,6
434939,Lku_keJf44D0LxbRAIZOcg,Tue,18:00,2
434999,Y2Z1Ig5I1E3PSU_GQQUW9Q,Tue,23:00,1
435072,bLh4ysq5RsbzCNSjqHhwyw,Wed,23:00,2
435335,flCF_Vp9NOpTVeGv673nSg,Sun,19:00,17
435388,wwnuIvnVLgpEZOKzcdfDhw,Mon,18:00,1
435478,NYf9TKBKPpa1wkA_uwIlfg,Fri,3:00,4
435584,VLM7exTU8wRmPVxI4uKi1w,Thu,1:00,1
435752,k76zkFY6PbIW4T_Riq15pQ,Mon,17:00,9
435854,EKNm59ZMMRvb8N8Cm5F8Qw,Sun,22:00,1
436008,2YlUn3s132hNq5ueGeIiJg,Thu,15:00,1
436024,oezMXnkdUQMuMH7RuKaiyw,Wed,15:00,2
436113,XMEGoJVtQ6EgVox1yTsO8w,Wed,15:00,3
436243,fH-udnxBjJ0ldqMeaMAoSw,Sun,15:00,2
436555,iSOaf_-deg1nIlCm3cuzvg,Thu,22:00,2
436676,iIok1p4qnpGAa07xoaXRQA,Mon,15:00,1
436736,ues2rFe_hbRC7s232PX5QA,Sat,0:00,17
436840,mKT30qU_MlLj4Ps82JAZ8w,Fri,0:00,4
436900,Dcj69NZJnbJhK-YHP_nULA,Mon,16:00,4
436959,sWWMidrpQmXOhCTrs6xAZg,Mon,23:00,1
436970,QxqMKO5IZCQUUWIx8nTDJw,Tue,0:00,4
436988,-pV9kWNoA9vyHfM_auYecA,Fri,18:00,4
437100,AcW_Km7jkGBr4rJdIrIP4w,Tue,22:00,2
437117,2-su3xdxOvyF0_2GZN4FLw,Fri,20:00,2
437130,YSUPAkyni4qpcHfrMOAEww,Mon,12:00,2
437219,V1JEkeAem05hps5ZCmMIgw,Wed,23:00,1
437459,skJ-AlN0DT9pmBDz0ixeJw,Sat,7:00,2
437559,bqNV9FU60H9BVPJ4kWptOA,Tue,21:00,1
437719,qkDlRkNfrXE_4t2vMrTo0A,Sat,22:00,6
437807,NsDydu5clpNkiTahn3wQ2g,Fri,1:00,1
437848,hoqk5SFvERVDJVXUaFLpLQ,Mon,19:00,11
437879,Wtp0Pfnhd7NvUIEawiIjTA,Fri,13:00,1
438009,hisaMvsxMzo08xigPIwXiA,Mon,22:00,1
438119,azJAJh8oivpsU9HzlLS6EA,Fri,18:00,1
438333,NiBzh0kHusvH5rdnpm7yVw,Fri,21:00,4
438381,wX8btbqgyFh0yHgmyR8ovA,Sat,23:00,4
438546,i60v66vwf1A13YqcIqGD_A,Sat,0:00,21
438583,VfWX3UCKvUnVktdOuR8TwA,Sun,20:00,7
438707,Dcj69NZJnbJhK-YHP_nULA,Tue,18:00,4
438738,LZ_R2OLgZQSQMMzlp8uUOA,Mon,13:00,2
438880,9BohUwW-fTfcpiBT782Fkg,Mon,15:00,1
439089,YgBQEX8dB27FdYj7PaPhPw,Sun,19:00,2
439122,qaa9M_pUfOv0BPRcnulk4g,Thu,0:00,1
439201,kUtQT0IgfJaBE-5uP0r4sQ,Fri,21:00,1
439289,oglIZt5mg2nErhpTH_AakQ,Fri,22:00,1
439326,z9lOfnUorcbWR_xS0DSeHw,Sun,20:00,1
439372,L7ruEZJO8tGQIHPxGTztAA,Sun,1:00,1
439422,O3tT9S9vZixg1iwiKeWfuw,Fri,2:00,6
439442,paNjgpMDRhNzBj6xzhHPVQ,Mon,23:00,2
439582,uSANDilamc1QSiCinFSKYw,Sat,21:00,4
439626,5ZqybrqiTdbANn2yI3B3VA,Wed,21:00,1
439889,5sV9N8rB3TNBkp1K35WM5w,Thu,22:00,1
439918,2qjvYspb3bEmCaw1vmSk0g,Mon,2:00,4
439942,Do_mgaoCgrQodPrq4nxRbw,Fri,22:00,2
440084,aLf_bFRNxxGdte8GrIAN4g,Wed,10:00,1
440222,xOx-N9G7AteZTnZfVFfNHA,Sat,16:00,2
440465,Ec-h5JjXzy-pjfpb7d_BFQ,Sun,2:00,2
440607,BwWbwhIWfc9A0fPShp-WmA,Fri,16:00,1
440714,wt6SJHPEknFUWjn67_wKoQ,Fri,0:00,2
440748,HeN_Ru6w-T-oJn6T_N1vfQ,Sun,0:00,3
440971,LG6vpg5Qx_DstY2aT8-O4Q,Sat,0:00,1
441174,i60v66vwf1A13YqcIqGD_A,Thu,23:00,8
441333,BuS11AF9XSHEShscxQEzeg,Sat,3:00,2
441356,ozAb1TjLJqRH_3pb8TaPTw,Wed,20:00,1
441375,NXTsT01IVpKYPpa_1L-Rlw,Mon,17:00,1
441380,HHCn1akqIpl_BhdcJoYPbw,Tue,19:00,5
441405,k1mNR7eIi-UWVmj_t23Yog,Sun,18:00,1
441471,C37hwsGUHn_3-il0ypeY-Q,Tue,3:00,3
441750,924Ni03Fjll4kkkTgSQTlg,Fri,17:00,4
441828,pH9HF3GfJKJAdKDHcoUI4w,Sun,22:00,1
441835,zERyZLsAyB47bMZlfUV-SQ,Mon,18:00,5
441891,JmXYTZcMZpcNINM5ldvEAw,Thu,17:00,2
442040,x8EXXJpcbrIeaVefej2aJw,Mon,1:00,3
442080,jLpufKQL0CF79vBrKwiMjQ,Fri,3:00,1
442088,brIaz5gTzBX6fgJNQZbUCA,Fri,22:00,4
442312,BvyUXno0grQerd5cZGDFPw,Thu,1:00,4
442394,m9ZzN90XEU36YnoPIFzkmA,Tue,19:00,1
442601,jz_q2_QTq_CdDbOtY2FSXg,Mon,16:00,3
442606,cPfnF9PAvVjamEdZM3wTzA,Fri,19:00,1
442994,kVXyz0mYd7NaGuGdM_VMeQ,Sat,2:00,1
443042,bqNV9FU60H9BVPJ4kWptOA,Tue,18:00,2
443157,Fr3Dz0_fOSGBroXEUF9BiA,Sun,4:00,9
443180,k76zkFY6PbIW4T_Riq15pQ,Sun,21:00,1
443198,EgtyW19V-64c6PmRuvzSEA,Mon,17:00,12
443465,ceuvH6NpDhpT1p4q1w93pA,Thu,6:00,1
443497,vn5f16PcHU-feucWgK7r1g,Sat,18:00,1
443543,NYf9TKBKPpa1wkA_uwIlfg,Mon,5:00,2
443585,3-HFGxmbzSax-NySJ_LzDg,Tue,1:00,3
443604,X5oaz9_MVz-1ng83HuI4ZQ,Mon,18:00,1
443902,wEisic-u9Yj543iYzfpAhw,Thu,23:00,6
444062,VD358OTsTLFuxOZJTOInKQ,Tue,18:00,2
444149,eJYvivWUp4Hdc9Tc8SaZPA,Fri,13:00,1
444155,V_2YX2rW_l5N3UwwifokCQ,Sat,22:00,1
444267,a4I6hTqQwL3Px1aXfHD4Aw,Sun,3:00,1
444296,jz_q2_QTq_CdDbOtY2FSXg,Mon,14:00,6
444310,2p5J9bc0acslM4XBNcXAJQ,Sun,6:00,1
444328,-y8Nz-elBXkUYoIoc9AADg,Wed,20:00,1
444522,X5oaz9_MVz-1ng83HuI4ZQ,Sat,14:00,1
444552,keQlXWfz2K7GukqaReVyow,Tue,18:00,1
444695,lJDnML8EVAc_muLXhN32Yw,Sat,14:00,2
444696,9ySFD8tMkeuTclyWfanI9w,Mon,2:00,1
444702,7Tp53xZh1ypd2wbudP6Qcw,Mon,22:00,3
444730,XSpEeRqe1CeIBrDoC-wEzg,Tue,19:00,4
444808,lw_vRdg4qUprQEgWDG6czQ,Fri,1:00,2
444884,RJNAeNA-209sctUO0dmwuA,Tue,0:00,47
445026,hoqk5SFvERVDJVXUaFLpLQ,Sat,2:00,21
445075,sXYkjcuGhtaYP8yeQPaHgA,Sun,6:00,2
445123,aKXzSFBrAoC_5kWUvjKGpg,Sun,21:00,1
445205,wQgY7CdljLdCJm6XIk1HuA,Tue,18:00,3
445454,3Z4pcWY2xnyZumGmsoXIVA,Wed,16:00,1
445483,t-NF_3LecjuOlwiK-Gx2KQ,Tue,17:00,1
445587,-pV9kWNoA9vyHfM_auYecA,Tue,22:00,6
445788,VbRT8CJlnCO9_rd0zW-rUw,Sat,5:00,2
445815,aRIZPbrHwnM04TTXLYrFMg,Tue,1:00,19
445951,z9lOfnUorcbWR_xS0DSeHw,Mon,18:00,3
446053,aVBFKYoF0AHuusNssaQpJA,Sun,4:00,19
446110,hoqk5SFvERVDJVXUaFLpLQ,Sat,8:00,1
446127,dk5D2jHEK7IoXEFf6zvQfg,Wed,20:00,1
446270,vL2XhH5KWVY9ZV6SCjmwCQ,Mon,12:00,2
446495,kOUnvmGamiw90BfmthoQGg,Mon,2:00,1
446534,8iZ5bR_Zl-xQZMDCvNKLgg,Tue,16:00,7
446585,p4qvXkb34X8hgidxEZ33Gw,Sat,15:00,1
446748,yLH9mFFwOlzFB_fYKpSyLw,Tue,4:00,5
446804,ozAb1TjLJqRH_3pb8TaPTw,Sat,23:00,10
446828,alUQ8F8tom1kTsk4353I2A,Thu,22:00,3
447106,p4qvXkb34X8hgidxEZ33Gw,Thu,1:00,16
447115,XFuNeVTGWZ-UOYO58NNmKg,Wed,23:00,1
447141,Dy99p5bWfr6g0UtlmPjDqg,Fri,23:00,3
447172,JrNMDwyiOGruhvf4coLn2A,Tue,18:00,1
447235,C3R2BmF0YdyOIEd0jsqILA,Thu,20:00,2
447253,xkdgCrkgfbI80Htst6-Lbw,Thu,17:00,1
447365,ih3ddtApyqb6W3T1mkdrag,Sun,16:00,1
447427,tTjXkqN-XVLIP3Vk9EozJg,Thu,18:00,3
447609,C12LKBQMjJJw02wqpM8ShA,Wed,17:00,1
447780,EgtyW19V-64c6PmRuvzSEA,Sat,4:00,16
447947,oezMXnkdUQMuMH7RuKaiyw,Mon,20:00,8
447990,NJ4S3JX56JEZGWlAfpF9kw,Sun,23:00,3
448006,6mnjYZM40r67smOXrg6R4g,Fri,23:00,7
448111,hoqk5SFvERVDJVXUaFLpLQ,Tue,18:00,8
448182,JDwEvZq0KCSwgEds3LxgMA,Sat,0:00,1
448287,kPr9rYEkGwbRLgUHvKljQQ,Thu,0:00,33
448409,L772e6l2Yd0DJEyCBxBNng,Sun,23:00,6
448445,cugTYtxVL2Q6Kkd8w4xMNw,Wed,23:00,2
448558,iSOaf_-deg1nIlCm3cuzvg,Wed,21:00,1
448634,g6aWPjcKukfK1-Po70Lhyw,Wed,22:00,1
448685,ikDVOD9Ypyestcw63_z_dA,Tue,19:00,1
448735,t67GMPZ0cv_ItKlID-JFiQ,Wed,23:00,6
448831,YohEZMYpKrf-3fyPASKLew,Sat,5:00,1
448863,mOzxFBAHWwpuH7u5xP0oHw,Sun,23:00,4
448899,YSUPAkyni4qpcHfrMOAEww,Sun,17:00,4
449050,29iErFPoWBTbIVPpp9qSyg,Fri,1:00,1
449372,NXTsT01IVpKYPpa_1L-Rlw,Tue,23:00,2
449485,8iRfD5IizYki0F8QlAlL2g,Mon,1:00,3
449568,aVBFKYoF0AHuusNssaQpJA,Mon,18:00,6
449781,hOxNKZJ8wWg8Q165U7CCqg,Sat,1:00,4
449879,H6Gb3P21h4e_stdjFQO9oQ,Mon,2:00,2
449967,VGKq16vCdPPHMoryy6XTHg,Mon,1:00,8
450094,R6QCy5sVlySKgqvHb-HhTg,Fri,17:00,3
450137,aZgOdGn3O_fP2OUr5ATqiw,Thu,1:00,1
450197,EOlHhLgp32dCdSlsMpiG6A,Fri,1:00,2
450347,jaoFwU5mqxtw2JpZrM73Yg,Sat,6:00,1
450794,p5LmGtCNBI74xmwhSmyo8Q,Tue,0:00,3
450822,O2ZnBnTqw6Xi95ogL0hBEg,Tue,17:00,1
450917,cTPdZ9Va0HCLESf5gNnXwA,Wed,19:00,5
450927,KBWpa4uN2ke1t2cp27r9tw,Thu,13:00,3
451045,g3xzSAq_IcF1HeB7yd_LBg,Sat,8:00,1
451133,YgBQEX8dB27FdYj7PaPhPw,Fri,0:00,6
451353,5XSmSsHpQI5hvB90URhJtQ,Wed,8:00,1
451604,70nmPKnAufzeKfRNVE0-Pg,Fri,23:00,2
451614,A5tvf0CSH-QUnpyMI4m5ww,Tue,20:00,1
451664,TvhpG74DvdoF4MA0vLlOLw,Fri,21:00,1
451693,JfGnBe_IGDV0RZjAADp4yA,Wed,16:00,4
451899,oKYUMYQI7AkjCJdRsKlqtg,Sat,23:00,5
452085,oKYUMYQI7AkjCJdRsKlqtg,Sun,15:00,2
452086,nzUA0vgcta7OPwpWPbe7Ug,Sun,23:00,1
452117,KfaeDC-oPE6GTfBvdF9x7Q,Thu,17:00,8
452140,zINKP9rtvo2IUKTZoYJUvQ,Wed,19:00,1
452182,z_2Kc8bPWv0cGEO_jZzxWw,Thu,21:00,1
452188,7OKQ4ENVfPfxtDqFOG7x0g,Mon,2:00,1
452299,OCytAjNw1jvhfEF7KU43GA,Fri,12:00,1
452355,VfWX3UCKvUnVktdOuR8TwA,Thu,0:00,10
452525,eRGTss9r2Et8s_1UiPBKOg,Thu,0:00,2
452671,-rLP6lfoQmOO_5Pf2bTkqg,Mon,13:00,3
452681,gVTna38clthQRSd9doGYjg,Thu,2:00,1
452698,y2I0Yt6yr48ZgUvR3Pe7Fw,Mon,17:00,1
452719,s-2MJj4o8SGOKGcNjmfx6g,Mon,22:00,3
452926,KB25wVbL7Lk22tN72DR0ww,Fri,18:00,1
453044,aZgOdGn3O_fP2OUr5ATqiw,Sat,0:00,1
453216,HVpwpXneaCWMeEBF7H8jpQ,Tue,23:00,2
453279,kEIe_lyBKdFB6Hv_wsUYaw,Sat,0:00,4
453304,MkSF0SJUMj2A3ewUhUUBvw,Thu,17:00,5
453447,9w18Hgg_UmI18YyVTP_E3Q,Sat,16:00,1
453457,ILa-Xv5-h23A9OMrYK17oQ,Sun,18:00,8
453513,hOxNKZJ8wWg8Q165U7CCqg,Tue,23:00,5
453581,uSANDilamc1QSiCinFSKYw,Wed,21:00,1
453619,MOsFhDVav42shCq9-rgejw,Thu,20:00,1
453703,2cetuQgbP1Bnzm-uMRlocQ,Tue,23:00,5
453739,91Y6ASRhkDz3mJG9ezGNiQ,Fri,22:00,5
453819,TXiEgINSZ75d3EtvLvkc4Q,Fri,17:00,2
453849,jaHKCpllY6Vb_kgQ4DYFkw,Sun,17:00,2
453885,kGmntPru09mK3w8uD8oI8g,Sat,19:00,1
454069,VO2WD2hE1jLyNFCja3XlGg,Sat,16:00,1
454197,-jZ1TrvY56HFqmxjbpcU2A,Mon,16:00,3
454304,nsfOIWfXpJVylXvryjEcNw,Thu,22:00,2
454351,v14P9-vB1yjxFfFEYEWudw,Wed,15:00,18
454406,2cetuQgbP1Bnzm-uMRlocQ,Sat,22:00,3
454599,2qjvYspb3bEmCaw1vmSk0g,Wed,1:00,15
454614,wsmVIHJEi9J_38dXx2qLKA,Sat,17:00,3
454854,A5tvf0CSH-QUnpyMI4m5ww,Sat,3:00,6
454882,CYFfha5CmApflbpN1AhWHQ,Thu,19:00,1
454883,OHlWeG019fqPbvYO5ZDEqg,Mon,23:00,1
454911,5uMfIYovqfgk41abdfFegw,Tue,1:00,1
454994,_FLNxsJ6T9WLkAdjwCLEqw,Mon,23:00,1
455134,rnCmWkRXSWNgwC6TYGxp5w,Sat,18:00,1
455151,EKNm59ZMMRvb8N8Cm5F8Qw,Thu,23:00,7
455219,YSUPAkyni4qpcHfrMOAEww,Thu,1:00,1
455220,SpCVf25ya5jsHItdkpBpUg,Wed,23:00,2
455388,kPr9rYEkGwbRLgUHvKljQQ,Sun,0:00,44
455462,xVpE01l6ZXdEtVf5PkRpDg,Fri,23:00,2
455493,utC9M5BetVY6GECRyZeLEw,Sat,23:00,1
456221,Ie00N1yErrmaOa44x5K8kA,Fri,21:00,1
456254,px2hJjx46o5OoTud_AdUHw,Mon,22:00,1
456454,BuS11AF9XSHEShscxQEzeg,Sat,14:00,41
456548,ceuvH6NpDhpT1p4q1w93pA,Wed,20:00,2
456941,xd94CG9wqwLQvPsrSC1l9A,Fri,16:00,1
457089,ceuvH6NpDhpT1p4q1w93pA,Wed,16:00,1
457213,LOARujcfx-Ty_RUlcnYspg,Mon,1:00,1
457414,JmXYTZcMZpcNINM5ldvEAw,Tue,21:00,1
457536,XMEGoJVtQ6EgVox1yTsO8w,Tue,1:00,2
457539,ITieHQ8UwKq74FnqTKnPOQ,Wed,20:00,2
457541,RMEzxhYfpnEsWlfozit_xw,Wed,20:00,4
457592,Lu11ceuxJWh3dgRaPZGbsQ,Tue,19:00,1
457713,hOxNKZJ8wWg8Q165U7CCqg,Mon,3:00,3
457730,brIaz5gTzBX6fgJNQZbUCA,Thu,5:00,1
457789,cTPdZ9Va0HCLESf5gNnXwA,Mon,1:00,1
457816,alUQ8F8tom1kTsk4353I2A,Sun,19:00,4
457850,aYjZc-3aVbPIPaJgGiUK_A,Thu,1:00,4
458079,6Z75MVEou08v513A8DUbpw,Sun,21:00,2
458099,Lku_keJf44D0LxbRAIZOcg,Thu,17:00,4
458211,7q7qaGPUUCqMljdIGwzvFQ,Sun,16:00,17
458236,hDhQvwpLWSzSgZQSKUSOqQ,Wed,18:00,2
458313,k76zkFY6PbIW4T_Riq15pQ,Wed,23:00,3
458701,86Ha2bJ6zMvWSv319myoQA,Mon,17:00,1
458747,szUlmJA4MfIhi7xbtsQPYQ,Fri,0:00,1
458801,V_2YX2rW_l5N3UwwifokCQ,Thu,23:00,8
458867,hNuDWMtu56NLz4L1Ghm0aA,Fri,19:00,1
458882,dsvLqlcYaD0QbVGjVKm-lg,Sat,22:00,4
458982,jux9zFaGcIRjrMIBaVJsHQ,Thu,20:00,1
459010,YSUPAkyni4qpcHfrMOAEww,Fri,0:00,1
459085,EGgsujG0ycRAnMqMYvylUg,Fri,16:00,1
459210,-rLP6lfoQmOO_5Pf2bTkqg,Wed,12:00,1
459309,lw_vRdg4qUprQEgWDG6czQ,Mon,3:00,2
459422,aVBFKYoF0AHuusNssaQpJA,Sat,16:00,13
459668,dTtMrvC0UoDV-3-8diJYLw,Wed,1:00,2
459752,lv_ngvbgwcP5pd2hauMOTw,Mon,16:00,1
459785,EOlHhLgp32dCdSlsMpiG6A,Sat,20:00,2
460124,8Rydf8hXleCwbCN9nvmZ4Q,Sat,3:00,1
460151,RG2IGb4LwbxUwCW3iooYDA,Thu,16:00,3
460273,Fr3Dz0_fOSGBroXEUF9BiA,Wed,22:00,2
460453,wNdTKpis6nxehbaZP0XwJg,Mon,22:00,1
460533,Wc1TtSuRgHXW8CLR7Rs7TA,Wed,19:00,1
460576,dsvLqlcYaD0QbVGjVKm-lg,Wed,1:00,2
460722,upI-oDFUBr_P9Q_waV7rmQ,Wed,17:00,3
460809,UROWdKGa1IQ19Jk4tExvVQ,Sun,1:00,3
461061,2cetuQgbP1Bnzm-uMRlocQ,Mon,23:00,8
461185,xI8GXDAdJcPX5dIP0acBvw,Sat,14:00,14
461354,CqCWN9aBJf8YNJxyel7psg,Fri,2:00,1
461521,N3uOrQCnx_n_841Q8EwbzQ,Sat,4:00,2
461740,Twcjx4ofM9GWwXN6LVGSzw,Fri,15:00,1
461742,miiptVrDH-qHT4wmI-Lk8g,Mon,2:00,1
461784,hVzRXGGhRJfTXIasO3bq1w,Wed,18:00,1
461893,aq1rdvfvT9_tleKI8OzRaA,Wed,0:00,1
461982,cugTYtxVL2Q6Kkd8w4xMNw,Tue,10:00,2
462075,ecM2lSLuZhxZKQdGZWMOFg,Fri,19:00,1
462100,ewEDv_q-K0fV0FepkHB8sA,Tue,5:00,5
462295,7OKQ4ENVfPfxtDqFOG7x0g,Tue,0:00,2
462312,Ylw5xdTfPN5L6Uhd54pzmA,Sun,20:00,1
462467,Tiy_skxHMvNCpyzAIqv6qA,Tue,16:00,2
462590,vR5Hppx__U_VXObK8VPLOw,Wed,23:00,6
462867,tZOMMBJEzkJo6okIwG1Pmw,Sun,19:00,1
462984,Pzs43Fkub-6A9hA1zqpF_w,Mon,19:00,1
463380,wX8btbqgyFh0yHgmyR8ovA,Fri,17:00,4
463416,Xl6I0-JmFE_6w28bku2idQ,Sun,22:00,3
463691,JEoi9ITPZM58EnZBAubijA,Wed,3:00,3
463730,S3-JpB5dBhMXmauMqeoN-g,Thu,16:00,9
463823,VGKq16vCdPPHMoryy6XTHg,Tue,6:00,3
463916,KYdtom3RyDt-3SWGwmJcQA,Sat,2:00,1
464045,AQpa7zmLctO7b9mdFU-_Og,Sun,3:00,1
464053,7q7qaGPUUCqMljdIGwzvFQ,Sat,17:00,12
464138,FnTbrBUCuaSOlWnovTgMjg,Wed,18:00,1
464147,wwnuIvnVLgpEZOKzcdfDhw,Wed,18:00,1
464296,TXiEgINSZ75d3EtvLvkc4Q,Sun,18:00,2
464309,lbFkq0Ac2nXeeWBCJ0jZRA,Sat,15:00,1
464375,sXYkjcuGhtaYP8yeQPaHgA,Fri,4:00,8
464391,8S-JaDa1tPdAGaQPTUMjaw,Mon,20:00,1
464433,C63sF-wG4f1doMIMv2qvOg,Wed,23:00,7
464480,zRPAUz1Y2pF9GAKyaGdBlw,Thu,17:00,3
464701,_j0xNyOAtLI7iRF4GStBgA,Sat,12:00,2
464754,6A9paRG2PVEfgGMXBrYdZA,Fri,0:00,4
464794,oglIZt5mg2nErhpTH_AakQ,Tue,17:00,2
464982,OBLv8e0RvwqBl0Gkoj-bDA,Fri,2:00,1
465388,dTtMrvC0UoDV-3-8diJYLw,Sat,2:00,5
465563,jLpufKQL0CF79vBrKwiMjQ,Wed,23:00,3
465623,YLqO9xm5s0KJ9JzWukAk8Q,Fri,0:00,3
465630,AVsiojwcq3X6lSIQkpp8SQ,Wed,1:00,1
465654,xVpE01l6ZXdEtVf5PkRpDg,Sat,22:00,3
465808,cMybOpJd352Cb6y9SeVhPw,Sun,23:00,1
465852,K75oPh837az2upKWPS2LUQ,Mon,21:00,7
465987,DIUK7_PjGCOMcpS2fBiALg,Wed,21:00,1
466040,NJ4S3JX56JEZGWlAfpF9kw,Tue,23:00,4
466492,E3zvCzX7gquT9srY4pUwLg,Fri,17:00,2
466605,gWsWtppVufrGfGWw1HcjOA,Sat,5:00,2
466864,NJ4S3JX56JEZGWlAfpF9kw,Sun,21:00,2
466966,cenEs8pZINlsu1fSpzHizQ,Mon,2:00,1
467006,miiptVrDH-qHT4wmI-Lk8g,Tue,23:00,1
467016,mzq_UgBRWsxTjb7oBNajWA,Sat,5:00,6
467080,tSzIHI6ioblP1WEQAQNbhw,Thu,23:00,11
467096,ITieHQ8UwKq74FnqTKnPOQ,Sun,16:00,2
467335,O2OD-ojkZXsSbFyzpuvtIA,Wed,18:00,2
467568,phrJCsa0I_OEWExpiTET8A,Fri,1:00,3
467922,jzr6jW5cQ0jpPhEo4kGMBw,Sat,17:00,1
468045,oKYUMYQI7AkjCJdRsKlqtg,Tue,20:00,2
468352,MQb3PUxPJKYNQOY7g9bc_A,Sun,0:00,1
468469,ecM2lSLuZhxZKQdGZWMOFg,Tue,23:00,1
468566,zXb5pP4zMHvmusweYfr9TQ,Mon,5:00,1
468602,UidScb9HFDSD3NBw8MLuGw,Sat,1:00,10
468674,aYjZc-3aVbPIPaJgGiUK_A,Tue,2:00,3
468761,naPGOTVEpRZavvn9-sFg8A,Thu,19:00,11
469247,zRPAUz1Y2pF9GAKyaGdBlw,Wed,16:00,2
469265,dfHA5n6e3f58nMCNHt589Q,Thu,0:00,2
469540,DEF77d-_S0UT2OI-njM5fQ,Sat,20:00,2
469593,yLH9mFFwOlzFB_fYKpSyLw,Sun,0:00,5
469616,JexI9opGP2n_Xv6IKnN0Bg,Sat,5:00,1
469639,JBX0Bd9Va4_MtLPwX9Oosg,Sat,17:00,1
469768,Qiyd2ha1pivmsQhnFZgCxQ,Sat,23:00,1
469847,yLH9mFFwOlzFB_fYKpSyLw,Thu,0:00,1
469964,jz_q2_QTq_CdDbOtY2FSXg,Mon,12:00,2
470065,Trs4cEYdP6AX_KihTk9kWQ,Thu,1:00,1
470070,cUy8ww2wcqW-1RJLNSvBkA,Sun,4:00,1
470095,NVIaU1w3e8KSeaGihSWicg,Sat,3:00,2
470142,uoV4aDfXbRmvyHSezdn--w,Sat,18:00,5
470228,JEoi9ITPZM58EnZBAubijA,Tue,20:00,3
470331,OlA7h9oOttqTALudvEUzTg,Mon,1:00,2
470400,2-su3xdxOvyF0_2GZN4FLw,Sat,20:00,7
470420,uteI0OIVarN_qkmORgPPgg,Wed,17:00,2
470471,5paKcA2AAguJgZYBkr-I7A,Sun,18:00,8
470632,hNuDWMtu56NLz4L1Ghm0aA,Sun,5:00,3
470640,nD_SylumoZnWevDlWcyGcQ,Sat,5:00,2
470796,mKT30qU_MlLj4Ps82JAZ8w,Tue,23:00,1
470803,2C5nGjdzF0zMWvD9iVma0g,Tue,23:00,1
470916,YohEZMYpKrf-3fyPASKLew,Sun,14:00,1
470959,rQl6EuSaEfFLJhMw9lR0xQ,Sun,16:00,1
471020,IsADZMYEJKXTtPfN9YsiBA,Sat,1:00,1
471222,TXiEgINSZ75d3EtvLvkc4Q,Mon,21:00,1
471990,YUjiBKnlvfLkjFmUCqZf6A,Wed,19:00,1
472077,YXd7yVn-dvbPTYAgQ0V0LQ,Mon,18:00,5
472112,FnTbrBUCuaSOlWnovTgMjg,Wed,2:00,1
472165,9BohUwW-fTfcpiBT782Fkg,Thu,18:00,1
472551,RIT-Y8d0qEZ3ORv0Ts5JDw,Fri,23:00,2
472640,ozAb1TjLJqRH_3pb8TaPTw,Sat,16:00,6
472839,x8EXXJpcbrIeaVefej2aJw,Sun,3:00,1
472956,Pzs43Fkub-6A9hA1zqpF_w,Wed,17:00,2
