,Unnamed: 0,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,cuisine_grp,american,soup,comfort,zip_area
218,33400,z2Etq4K6YwbV7P5ENVYEgg,"""Subway""",Sauk Creek,"""652 N High Point Rd""",Madison,WI,53717.0,43.07412479999999,-89.5186653,3.5,3,1,Restaurants;Fast Food;Sandwiches,american,american,other,other,southwest
219,33665,Jv8Cj0fdN2Mu2uvFVKcGlw,"""Famous Dave's""",Bay Creek,"""900 S Park St""",Madison,WI,53715.0,43.0578623,-89.40004609999998,3.0,63,1,Restaurants;Barbeque,other,other,other,other,southwest
220,33715,4FdXVA-WxWwc5rmjRPJVnQ,"""McDonald's""",Bluff Acres,"""4502 E Washington Ave""",Madison,WI,53704.0,43.1287657,-89.30858,1.0,4,1,Burgers;Restaurants;Fast Food,american,american,other,other,northeast
221,33731,SqkJxRXxn7K1s6FxEQhYsw,"""608 Sports Bar & Restaurant""",,"""1738 Fordem Ave""",Madison,WI,53704.0,43.0949117292,-89.36405394229998,3.0,11,0,Nightlife;Beer Bar;Food;Restaurants;Sports Bars;Beer;Wine & Spirits;Bars;Burgers,american,american,other,other,northeast
222,33804,PLiVD2blqBDRzAAd1_RxxQ,"""Barriques - Monroe St.""",Vilas,"""1825 Monroe St""",Madison,WI,53711.0,43.0649299,-89.4165809,4.0,62,1,Beer;Wine & Spirits;Cafes;Coffee & Tea;Food;Restaurants,american,american,other,other,southwest
223,33854,OON-4BXdjJHdk16zhdN4PQ,"""Madistan""",Capitol,"""317 N Bassett St""",Madison,WI,53703.0,43.0730621,-89.39354159999998,4.0,55,1,Specialty Food;Mediterranean;Ethnic Food;Food;Pakistani;Halal;Restaurants,european,other,other,other,between lakes
224,33949,MC32JA-Yv2ChT_q9TgHyRA,"""Asian One""",Capitol,"""453 W Gilman St""",Madison,WI,53703.0,43.0736076,-89.3950083,4.0,8,0,Restaurants;Thai,asian,other,other,other,between lakes
225,34148,Fr3Dz0_fOSGBroXEUF9BiA,"""Madison's""",Capitol,"""119 King St""",Madison,WI,53703.0,43.0745303938,-89.38053080969999,3.5,110,1,Bars;Lounges;Restaurants;Nightlife;American (New),american,american,other,other,between lakes
226,34352,xd94CG9wqwLQvPsrSC1l9A,"""Next Door Brewing Company""",Schenk - Atwood,"""2439 Atwood Ave""",Madison,WI,53704.0,43.093665,-89.345698,3.5,137,1,Sandwiches;Bars;Food;American (New);Pubs;Breweries;Nightlife;Restaurants,american,american,other,other,northeast
227,34420,AVsiojwcq3X6lSIQkpp8SQ,"""Wingstop""",South Campus,"""1234 Regent St""",Madison,WI,53715.0,43.0678738,-89.40713520000001,3.0,31,1,Restaurants;Chicken Wings,american,american,other,comfort,southwest
228,34670,ey27rNqT2dqBqCP36iCNpQ,"""Sol's On the Square""",Capitol,"""117 E Mifflin St""",Madison,WI,53703.0,43.076622,-89.383313,3.5,92,1,Food;Restaurants;Korean,asian,other,other,other,between lakes
229,34744,ytX-rw4wwOgmzr1n5RuxpA,"""Layla's Persian Food""",Capitol,"""141 S Butler St""",Madison,WI,53703.0,43.07517100000001,-89.37861,4.0,51,1,Vegan;Persian/Iranian;Restaurants;Middle Eastern,asian,other,other,other,between lakes
230,34807,1BQzXcXFxR6MlVIYmG93kw,"""Zandru's""",Capitol,"""419 State St""",Madison,WI,53703.0,43.074724,-89.39259799999998,3.5,20,1,Mediterranean;Restaurants;Tapas/Small Plates;Tapas Bars;Spanish,european,other,other,other,between lakes
231,34967,ozAb1TjLJqRH_3pb8TaPTw,"""Red Robin Gourmet Burgers""",,"""2440 East Springs Drive""",Madison,WI,53704.0,43.130973,-89.297537,3.5,54,1,Burgers;Restaurants;American (Traditional),american,american,other,other,northeast
232,35006,n8tzdLv8oREwZF6e8u7Hkw,"""Wendy's""",Westchester Gardens,"""3910 E Washington Ave""",Madison,WI,53704.0,43.121874,-89.3179828,2.0,7,1,Burgers;Restaurants;Fast Food,american,american,other,other,northeast
233,35015,6_7_aSycZlRsfKENFiIi6g,"""Happy Wok""",,"""17 Eastpark Ct""",Madison,WI,53718.0,43.1470709,-89.287972,4.0,20,1,Chinese;Restaurants,asian,other,other,other,northeast
234,35588,07pQy9z_UNDihUdwrJfjyQ,"""Blackhawk Country Club""",,"""3606 Blackhawk Dr""",Madison,WI,53705.0,43.079319,-89.454639,5.0,3,1,Venues & Event Spaces;Restaurants;Golf;Active Life;Event Planning & Services;Country Clubs;Arts & Entertainment,other,other,other,other,southwest
235,35769,D5XFDNEuLQoLbokLeznaOQ,"""El Burrito Loco""",Capitol,"""On The Corner Of Main St And Martin Luther King Blvd""",Madison,WI,53703.0,43.073496210200005,-89.3832206726,4.0,5,1,Restaurants;Food;Street Vendors;Mexican,latin american,other,other,other,between lakes
236,35805,Ylw5xdTfPN5L6Uhd54pzmA,"""McDonald's""",Allied Dunn's Marsh,"""4687 Verona Rd""",Madison,WI,53711.0,43.0322903775,-89.4571185787,2.0,3,1,Fast Food;Burgers;Restaurants,american,american,other,other,southwest
237,35971,keQlXWfz2K7GukqaReVyow,"""Ichiban Sichuan""",Greenbush,"""610 S Park St""",Madison,WI,53715.0,43.060609,-89.401081,3.5,165,1,Restaurants;Chinese,asian,other,other,other,southwest
238,36015,BF4RaOWyjLDa9OvriKc1sA,"""Come Back In""",Capitol,"""508 E Wilson St""",Madison,WI,53703.0,43.0760533,-89.3767519,3.5,99,1,American (Traditional);Breakfast & Brunch;Bars;Nightlife;Restaurants,american,american,other,other,between lakes
239,36311,kz5UANVmPxpllcoLnZBNhg,"""Great Dane Pub & Brewing Co""",McClellan Park,"""876 Jupiter Dr""",Madison,WI,53718.0,43.085345,-89.279863,3.5,99,1,Nightlife;Bars;Gastropubs;Pubs;Restaurants;Food;Gift Shops;Breweries;Flowers & Gifts;Shopping,other,other,other,other,northeast
240,36496,_tJ1mf_KEL4sx5fh9DTtTw,"""McDonald's""",Heistand,"""4020 Milwaukee St""",Madison,WI,53714.0,43.09875200000001,-89.314916,2.0,10,1,Fast Food;Restaurants;Burgers,american,american,other,other,northeast
241,36521,dyJK_XniS782sIhzWS7z5g,"""Lane's Bakery & Coffee""",Bram's Addition,"""2304 S Park St""",Madison,WI,53713.0,43.0420146,-89.39391379999998,4.0,33,1,Bakeries;Food;Shopping;Grocery;Restaurants;Coffee & Tea;Flowers & Gifts;Gift Shops;Cafes,american,american,other,other,southwest
242,36525,kMn3BMwhyi_kG8pYRGqUtw,"""Taco Bell""",Capitol,"""534 State St""",Madison,WI,53703.0,43.0751289,-89.394324,2.5,6,0,Fast Food;Restaurants,american,american,other,other,between lakes
243,36702,YHCseOJ93wJh0gBcii_2qA,"""The Knuckle Down Saloon""",,"""2513 Seiferth Rd""",Madison,WI,53716.0,43.0613243,-89.3072147,4.0,16,1,Restaurants;Bars;Arts & Entertainment;American (Traditional);Nightlife;Music Venues;Pubs,american,american,other,other,northeast
244,36843,rQl6EuSaEfFLJhMw9lR0xQ,"""Madison Chocolate Company""",Dudgeon-Monroe,"""729 Glenway St""",Madison,WI,53711.0,43.053080870500004,-89.43532470059998,4.5,19,1,Restaurants;Food;Cafes;Chocolatiers & Shops;Specialty Food,american,american,other,other,southwest
245,37084,khHxKm1_x6syS5W2LTX0lw,"""Quiznos""",,"""116 Gammon Rd""",Madison,WI,53719.0,43.069721273,-89.50248761360001,3.0,3,1,Restaurants;Sandwiches;Fast Food;Delis,american,american,other,other,southwest
246,37228,jux9zFaGcIRjrMIBaVJsHQ,"""Burger King""",Bram's Addition,"""719 W Badger Rd""",Madison,WI,53713.0,43.0381071,-89.39301929999998,3.0,7,1,Restaurants;Food;Fast Food,american,american,other,other,southwest
247,37321,jc8yrgtHvcNwdhc5HWGQ4A,"""QDOBA Mexican Eats""",South Campus,"""2 N Park St""",Madison,WI,53715.0,43.0678629771,-89.40123707059998,3.5,6,1,Restaurants;Fast Food;Caterers;Event Planning & Services;Mexican,latin american,other,other,other,southwest
248,37431,MmilEd3oPSD2n6jvBnxd_Q,"""Pedro's Mexican Restaurante""",,"""499 D'Onofrio Dr""",Madison,WI,53719.0,43.0578372,-89.5136268,2.5,25,0,Mexican;Restaurants,latin american,other,other,other,southwest
249,37998,K75oPh837az2upKWPS2LUQ,"""Paul's Pel'meni""",Capitol,"""414 W Gilman St""",Madison,WI,53703.0,43.074503,-89.394115,4.5,350,1,Russian;Food;Restaurants;Asian Fusion,asian,other,other,other,between lakes
250,38396,zRPAUz1Y2pF9GAKyaGdBlw,"""Luang Prabang""",Capitol,"""728 State St""",Madison,WI,53706.0,43.0755641,-89.3974633,4.5,28,1,Restaurants;Thai;Food Stands,asian,other,other,other,southwest
251,38558,rnCmWkRXSWNgwC6TYGxp5w,"""Hamilton's On The Square""",Capitol,"""101 N Hamilton St""",Madison,WI,53703.0,43.0768864,-89.38389740000002,4.0,50,0,American (Traditional);American (New);Restaurants;Tapas/Small Plates,american,american,other,other,between lakes
252,38592,9ySFD8tMkeuTclyWfanI9w,"""Buck's Pizza""",Spring Harbor,"""5502 University Ave""",Madison,WI,53711.0,43.0828269,-89.4752687,3.5,22,0,Restaurants;Pizza,american,american,other,other,southwest
253,38677,6MkQ454ElyTcMrMLU3qm3g,"""Five Guys""",,"""2253 Zeier Rd""",Madison,WI,53704.0,43.129087145,-89.3041576026,2.5,5,1,Fast Food;Burgers;Restaurants,american,american,other,other,northeast
254,39239,KAhavksKQwKbMzZHiNOyOQ,"""Gino's Restaurant""",Capitol,"""540 State St""",Madison,WI,53703.0,43.075131,-89.39444499999998,3.5,37,0,Pizza;Italian;Restaurants,american,american,other,other,between lakes
255,39339,YcRaEZaqXmrBjDYjGIHYvg,"""Jacobson Bros Meats & Deli""",,"""617 N Sherman Ave""",Madison,WI,53704.0,43.1077779,-89.3633256,3.0,4,1,Delis;Restaurants,american,american,other,other,northeast
256,39362,3Z4pcWY2xnyZumGmsoXIVA,"""Porter""",Capitol,"""640 W Washington Ave, Ste 101""",Madison,WI,53703.0,43.0681572245,-89.39490479610001,4.5,35,1,Restaurants;Food;Coffee & Tea;Sandwiches;Breakfast & Brunch,american,american,other,other,between lakes
257,39365,aP2L6aSpQEIKAS1sx3G8Lw,"""Good Food Low Carb Cafe""",Rolling Meadows,"""4674 Cottage Grove Rd""",Madison,WI,53716.0,43.085104,-89.300966,4.0,47,1,Wraps;Soup;Restaurants;Breakfast & Brunch;Salad;Food Stands,american,american,soup,other,northeast
258,39484,JmXYTZcMZpcNINM5ldvEAw,"""Chocolaterian Cafe""",Schenk - Atwood,"""2004 Atwood Ave""",Madison,WI,53704.0,43.0920578,-89.35512709999998,4.5,117,1,Restaurants;Food;Cafes;Desserts;Coffee & Tea,american,american,other,other,northeast
259,39503,dUtSIQouki34zUC2Se-NzA,"""Taco Bell""",Bram's Addition,"""1920 S Park St""",Madison,WI,53713.0,43.0448,-89.39393299999998,3.5,4,0,Fast Food;Mexican;Tex-Mex;Restaurants,latin american,other,other,other,southwest
260,39619,C3R2BmF0YdyOIEd0jsqILA,"""HomeTown Buffet""",Mayfair Park,"""1745 Parkside Dr""",Madison,WI,53704.0,43.122528,-89.31478299999998,2.5,23,0,Breakfast & Brunch;Restaurants;American (New);Buffets,american,american,other,other,northeast
261,39757,6Z75MVEou08v513A8DUbpw,"""The Side Door Grill and Tap""",Capitol,"""240 W Gilman St""",Madison,WI,53703.0,43.07546,-89.393063,4.0,92,1,Nightlife;Restaurants;Pubs;American (Traditional);Burgers;Bars,american,american,other,other,between lakes
262,40064,zY5Y1rYbS_6zrs1s5Ea2SA,"""Rocky Rococo Pan Style Pizza""",,"""66 W Towne Mall""",Madison,WI,53719.0,43.0572515,-89.5055108,1.5,4,1,Pizza;Restaurants,american,american,other,other,southwest
263,40066,DHiXfpd_vSfCCeFXPSucTA,"""4&20 Bakery & Cafe""",Emerson East,"""305 N 4th St""",Madison,WI,53704.0,43.0982338,-89.3570463,4.5,135,0,Food;Coffee & Tea;Bakeries;Restaurants;Breakfast & Brunch,american,american,other,other,northeast
264,40094,nQNjtPpAHw0A8FZj1hPajQ,"""Orpheum Theater""",Capitol,"""216 State St""",Madison,WI,53703.0,43.0748942,-89.3886553,3.5,59,1,Event Planning & Services;Venues & Event Spaces;Music Venues;Arts & Entertainment;Restaurants;Nightlife;Cinema,other,other,other,other,between lakes
265,40192,aPv_Hk2yh0A-AceqCuTO9A,"""Milio's Sandwiches""",Emerson East,"""2202 E Johnson St""",Madison,WI,53704.0,43.0983642301,-89.35706161270002,4.0,12,1,Restaurants;Sandwiches,american,american,other,other,northeast
266,40318,UNPkYPoR-zPfnpTL6GVgzQ,"""Jimmy John's""",South Campus,"""1 N Randall Ave""",Madison,WI,53715.0,43.0680526,-89.4087702,3.5,6,1,Sandwiches;Restaurants;Food;Delis;Food Delivery Services,american,american,other,other,southwest
267,40834,FTo64sohiSRBRM9e9NzeAQ,"""El Sabor de Puebla""",Williamson - Marquette,"""1133 Williamson St""",Madison,WI,53703.0,43.0825782,-89.36491840000002,4.0,35,1,Mexican;Restaurants,latin american,other,other,other,between lakes
268,40850,o_nzVUVvwBYl3itDdzMddw,"""Bennett's Meadowood Country Club""",Orchard Ridge Community,"""2009 Freeport Rd""",Madison,WI,53711.0,43.0319789,-89.46042609999998,4.0,23,1,Nightlife;Restaurants;Country Clubs;Sports Bars;Arts & Entertainment;Burgers;Bars;Dive Bars,american,american,other,other,southwest
269,40874,QwGV_v3s9eOMzfWrFLUf6A,"""Whole Foods Market""",,"""3313 University Ave""",Madison,WI,53705.0,43.0747957,-89.44410490000001,3.5,87,1,Organic Stores;Grocery;Delis;Restaurants;Health Markets;Food;Specialty Food,american,american,other,other,southwest
270,40911,8PCFk6ZKDm73Ag42C8XtGw,"""Chaat Cafe""",,"""705 South Gammon Rd""",Madison,WI,53719.0,43.0496478,-89.5027501,3.5,15,1,Pakistani;Indian;Halal;Restaurants,asian,other,other,other,southwest
271,41026,OoI3WUe4Xl86d53avy3oVA,"""A Pig In a Fur Coat""",Williamson - Marquette,"""940 Williamson St""",Madison,WI,53703.0,43.0805044,-89.3685777,4.5,339,1,Tapas Bars;Mediterranean;Restaurants;American (New);Gastropubs,european,other,other,other,between lakes
272,41366,4mYNxIZan0vuTqZ9BS7__w,"""Smoothie King""",,"""2980 Cahill Main""",Madison,WI,53711.0,43.0177969,-89.4233931,3.5,14,1,Health Markets;Restaurants;Specialty Food;Food;Juice Bars & Smoothies,other,other,other,other,southwest
273,41802,zINKP9rtvo2IUKTZoYJUvQ,"""Cento""",Capitol,"""122 W Mifflin St""",Madison,WI,53703.0,43.074337,-89.387364,4.0,237,1,Breakfast & Brunch;Restaurants;Desserts;Food;Italian,european,other,other,other,between lakes
274,42340,arWSu95pE-EV4bZRTd-lTQ,"""Carnival's""",Bay Creek,"""1017 S Park St""",Madison,WI,53715.0,43.055992,-89.3976859,3.5,5,0,Restaurants;Ice Cream & Frozen Yogurt;Hot Dogs;Food;Cheesesteaks,american,american,other,other,southwest
275,42414,iiEjVLb4JDLE2xl8YGR-Gw,"""Chili King""",Greenbush,"""602 S Park St""",Madison,WI,53715.0,43.0608156262,-89.4010070761,3.5,28,1,Chinese;Restaurants,asian,other,other,other,southwest
276,42426,EvT9WywIVoi1p0GaoGteTg,"""The Wing King""",,"""707 S Gammon Rd""",Madison,WI,53719.0,43.049545,-89.5027583,2.5,6,1,Chicken Wings;Restaurants,american,american,other,comfort,southwest
277,42458,VrE8b5u-ai47W__Diw_mKg,"""Amy's Cafe""",Capitol,"""414 W Gilman St""",Madison,WI,53703.0,43.0745706,-89.39406170000002,4.0,35,0,Bars;American (Traditional);Restaurants;Nightlife;Lounges,american,american,other,other,between lakes
278,42656,7oG9TB-SFG9Tpo3QvrYIUQ,"""MadisonTap""",Williamson - Marquette,"""829 E Washington Ave""",Madison,WI,53703.0,43.0814961,-89.37369620000003,4.5,12,1,Pubs;Breweries;Restaurants;Gastropubs;Bars;Beer Gardens;Food;Beer Bar;Nightlife,other,other,other,other,between lakes
279,42722,_xcDTH9G4LDqADfpmok6SQ,"""Pizza Hut""",,"""2935 S Fish Hatchery Rd, Ste 1""",Madison,WI,53711.0,43.0144669,-89.42753859999998,2.0,4,1,Restaurants;Chicken Wings;Italian;Pizza,american,american,other,comfort,southwest
280,42792,s44Pr0mXmAtxiRqz_m9CPA,"""Murphy's Bar and Restaurant""",,"""5344 Hwy 113""",Madison,WI,53704.0,43.149324,-89.399159,4.0,27,1,Bars;Nightlife;Restaurants;Pubs;American (Traditional),american,american,other,other,northeast
281,43070,E4HlcOykIxIDiJyUKO-eIg,"""Chang Jiang Restaurant""",Westhaven Trails,"""3195 Muir Field Rd""",Madison,WI,53719.0,43.0159883,-89.5114728,2.5,20,1,Restaurants;Chinese,asian,other,other,other,southwest
282,43600,V80NaT5ZnfuA31yW3Y5Pdg,"""El Grito Taqueria""",Capitol,"""50 State St""",Madison,WI,53703.0,43.0747316,-89.3862126,5.0,23,1,Street Vendors;Restaurants;Food Trucks;Food;Mexican,latin american,other,other,other,between lakes
283,43620,6tTv835MSguUBDpDtVRvMA,"""Taqueria Sabor Queretano""",Bluff Acres,"""4512 E Washington Ave""",Madison,WI,53704.0,43.129593,-89.309073,4.0,94,1,Restaurants;Mexican,latin american,other,other,other,northeast
284,43709,P3pgWKV7j_ea-UqIaOnvvg,"""Melly Mell's""",,"""313 W Beltline Hwy""",Madison,WI,53713.0,43.0368977,-89.3882153,4.5,20,0,Delis;Food;Specialty Food;Event Planning & Services;Soul Food;Caterers;Restaurants,american,american,other,comfort,southwest
285,43859,B0KLBjiTkR4gz-fYDYv13A,"""Brothers Three Bar & Grill""",Carpenter-Ridgeway,"""614 N Fair Oaks Ave""",Madison,WI,53714.0,43.1073114,-89.33093819999998,4.0,56,1,American (Traditional);Bars;Burgers;Breakfast & Brunch;Food;Restaurants;Nightlife;Beer;Wine & Spirits,american,american,other,other,northeast
286,43979,EWcCj1D3K1NnEgYD_LjgDQ,"""Cool Beans Coffee Cafe""",,"""1748 Eagan Rd""",Madison,WI,53704.0,43.1229341,-89.30900679999998,4.5,64,1,Coffee & Tea;Sandwiches;Restaurants;Cafes;Food,american,american,other,other,northeast
287,44003,_VG3IAIbXdends4ATxlEiA,"""McDonald's""",Burr Oaks,"""2402 S Park St""",Madison,WI,53713.0,43.0395114,-89.39466390000003,1.0,6,1,Restaurants;Fast Food;Burgers,american,american,other,other,southwest
288,44304,Ev142kLmV_ASI9iAl-KfKA,"""Pizza Pit Extreme""",Dudgeon-Monroe,"""1614 Monroe St""",Madison,WI,53711.0,43.06713,-89.414179,3.0,30,1,Chicken Wings;Event Planning & Services;Italian;Sandwiches;Pizza;Caterers;Restaurants,american,american,other,comfort,southwest
289,44469,R-9gUTN8BJIDqGgzXEmq3Q,"""Lee's Garden""",,"""7475 Mineral Point Rd""",Madison,WI,53717.0,43.05862020000001,-89.5122609,3.0,20,0,Asian Fusion;Restaurants;Chinese,asian,other,other,other,southwest
290,44871,q7O9lH4PaBZj3FTIhRYnkQ,"""Harold's Chicken""",,"""707 S Gammon Rd""",Madison,WI,53719.0,43.049545,-89.5027583,4.0,30,0,Chicken Wings;Fast Food;Restaurants,american,american,other,comfort,southwest
291,44990,_n7WS5jqFs89WHOINineqg,"""Lakeside Street Coffee House""",Bay Creek,"""402 W Lakeside St""",Madison,WI,53715.0,43.05628970000001,-89.3890061,4.5,79,1,Restaurants;Bakeries;Food;Coffee & Tea;Sandwiches,american,american,other,other,southwest
292,45222,X5valo7w5BVwFn4lZ2P3Sg,"""Casa Bianca""",Junction Ridge,"""515 Junction Rd, Ste F""",Madison,WI,53717.0,43.0715645,-89.52450259999998,4.5,4,0,Pizza;Restaurants,american,american,other,other,southwest
293,45230,NDZAQuVpv_KZuSjKYpXf5Q,"""Campus Inn""",Capitol,"""601 Langdon St""",Madison,WI,53703.0,43.075514,-89.395657,3.5,17,0,Bars;Bed & Breakfast;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Cocktail Bars;Nightlife;American (Traditional),american,american,other,other,between lakes
294,45244,ubEa6XiMt6gOJ9xsUkbpEw,"""L'Etoile""",Capitol,"""1 S Pinckney St""",Madison,WI,53703.0,43.0752894562,-89.38236003360001,4.5,223,1,American (New);Restaurants,american,american,other,other,between lakes
295,45313,ow93ue9XJa0uesCmdnRhEw,"""Badger Tavern""",,"""1612 Seminole Hwy""",Madison,WI,53711.0,43.0354313,-89.444136,4.0,16,1,American (New);Bars;Restaurants;Nightlife,american,american,other,other,southwest
296,45637,MWYJl-bIxhtQ-4Kg3ENUxA,"""Rosati's Pizza""",,"""6644 Mineral Point Rd""",Madison,WI,53705.0,43.0614686,-89.4964192,3.5,79,1,Italian;Pizza;Restaurants;Event Planning & Services;Caterers,american,american,other,other,southwest
297,45957,hNpUT1RRuE6rj-QvnZvVqQ,"""Banzo Shük""",Williamson - Marquette,"""1511 Williamson St""",Madison,WI,53703.0,43.0874279,-89.35867890000002,4.5,21,0,Mediterranean;Falafel;Restaurants,european,other,other,other,between lakes
298,46069,jDooRCbkYH74g5Tnw-SwrA,"""New Orleans Take-Out""",Vilas,"""1517 Monroe St""",Madison,WI,53711.0,43.067354,-89.4130592,4.0,95,1,Restaurants;Cajun/Creole,european,other,other,other,southwest
299,46129,O2ZnBnTqw6Xi95ogL0hBEg,"""Pots N Tots""",South Campus,"""""",Madison,WI,53706.0,43.07305170000001,-89.4012302,4.0,10,1,Food Trucks;Food Stands;Restaurants;Sandwiches;Food,american,american,other,other,southwest
300,46204,jE5lfHPvsuNCJijXWaPqTw,"""Madison Club""",Capitol,"""5 E Wilson St""",Madison,WI,53703.0,43.072474,-89.38073100000003,4.0,19,1,Nightlife;American (New);Bars;Venues & Event Spaces;Restaurants;Event Planning & Services,american,american,other,other,between lakes
301,46227,nJClfvVwSrr2uuo_y2wO4w,"""The Nile""",,"""6119 Odana Rd""",Madison,WI,53719.0,43.0530217,-89.48637430000002,3.5,118,1,Restaurants;Mediterranean,european,other,other,other,southwest
302,46515,vR5Hppx__U_VXObK8VPLOw,"""Graft""",Capitol,"""18 N Carroll St""",Madison,WI,53703.0,43.0742022,-89.3862015,4.5,245,1,Nightlife;American (New);Restaurants;Wine Bars;Bars,american,american,other,other,between lakes
303,46978,8cUCAdu2gFBjdWDKWaetRQ,"""Lake Vista Cafe""",Capitol,"""One John Nolen Dr""",Madison,WI,53703.0,43.0717445,-89.38040179999999,4.5,15,1,Restaurants;Seafood;American (Traditional),american,american,other,other,between lakes
304,47048,ZjMNad9hCvBJficJA0bFRQ,"""Gumby's Pizza""",,"""2825 University Ave""",Madison,WI,53705.0,43.07428970000001,-89.4374308,3.5,19,0,Pizza;Restaurants,american,american,other,other,southwest
305,47240,mtjvQctnZEB-c__x5LXCvA,"""Glaze Teriyaki""",Capitol,"""563 State St""",Madison,WI,53703.0,43.0748641,-89.3954296,3.5,27,1,Restaurants;Asian Fusion;Fast Food;Japanese,asian,other,other,other,between lakes
306,47260,kjV76iCWwQedixbRIvC9gQ,"""Subway""",Emerson East,"""1862 E Washington Ave""",Madison,WI,53704.0,43.0917679,-89.36019559999998,3.5,3,1,Sandwiches;Restaurants;Fast Food,american,american,other,other,northeast
307,47371,eRGTss9r2Et8s_1UiPBKOg,"""SCONNIEBAR""",Vilas,"""1421 Regent St""",Madison,WI,53719.0,43.067681956,-89.41018725110001,4.0,14,1,Restaurants;Sports Bars;American (New);Bars;Burgers;Nightlife;Chicken Wings,american,american,other,comfort,southwest
308,47896,NrpgcAPTAtMNoW4O_G0rwQ,"""S2pizzabar""",Capitol,"""558 State St""",Madison,WI,53703.0,43.075141,-89.394958,4.0,15,0,American (New);Salad;Restaurants;Pizza,american,american,other,other,between lakes
309,48284,lzD08INl2DDUcDGHXsMkmA,"""Cafe Assisi""",Capitol,"""254 W. Gilman Street, Second Floor""",Madison,WI,53703.0,43.0751696,-89.3935408,4.5,5,0,Coffee & Tea;Restaurants;Food,american,american,other,other,between lakes
310,48289,cjKl-UhaBcqAMN-fPAlA_w,"""Green Life Cafe""",Dudgeon-Monroe,"""1934 Monroe St""",Madison,WI,53711.0,43.0639733,-89.4189097,4.0,6,0,Juice Bars & Smoothies;Restaurants;Food;Cafes,american,american,other,other,southwest
311,48314,aRIZPbrHwnM04TTXLYrFMg,"""Eno Vino Wine Bar & Bistro""",Junction Ridge,"""601 Junction Rd""",Madison,WI,53717.0,43.073189,-89.525189,4.0,250,1,Bars;American (New);Nightlife;Restaurants;Wine Bars;Tapas/Small Plates,american,american,other,other,southwest
312,48455,CFnO6hcjUAT7RoUdbGsEPQ,"""Brat und Brau""",Sherman,"""2933 N Sherman Ave""",Madison,WI,53704.0,43.1279566983,-89.3612542889,3.5,14,0,Burgers;Restaurants;Sandwiches;American (Traditional),american,american,other,other,northeast
313,48643,l40bwGID1swnFoX-PvmTEw,"""My Buddies""",Mayfair Park,"""4235 Lien Rd""",Madison,WI,53714.0,43.1206789,-89.3096139,3.0,9,0,Nightlife;Restaurants;American (Traditional);Sports Bars;Bars,american,american,other,other,northeast
314,48903,mzq_UgBRWsxTjb7oBNajWA,"""Great Dane Pub & Brewing""",,"""357 Price Pl""",Madison,WI,53705.0,43.0711419,-89.4523269,3.5,182,1,American (New);Nightlife;Bars;American (Traditional);Restaurants;Breweries;Food,american,american,other,other,southwest
315,48930,tZOMMBJEzkJo6okIwG1Pmw,"""Mad Town Gastropub""",,"""4000 International Ln""",Madison,WI,53704.0,43.1360768762,-89.3457995141,2.0,33,1,Restaurants;Gastropubs,other,other,other,other,northeast
316,49072,MSrcYJoM9cNLS9-wfTZX3w,"""Highland Corner Grill""",Regent,"""2424 University Ave""",Madison,WI,53726.0,43.072493,-89.42778,3.5,5,1,Restaurants;American (Traditional);Food;Pizza;Burgers;American (New);Beer;Wine & Spirits,american,american,other,other,southwest
317,49105,lw_vRdg4qUprQEgWDG6czQ,"""Hooters""",,"""2639 East Springs Dr""",Madison,WI,53704.0,43.1320765,-89.3015005,3.0,29,1,Chicken Wings;Bars;Restaurants;American (Traditional);Nightlife;Sports Bars,american,american,other,comfort,northeast
318,49106,Ib2-QQytp9eqwaOgY_zeYw,"""New Orleans Take-Out""",,"""1920 Fordem Ave""",Madison,WI,53704.0,43.0984345318,-89.36446666719999,4.0,57,0,Restaurants;Sandwiches;Seafood;Cajun/Creole,american,american,other,other,northeast
319,49183,z9lOfnUorcbWR_xS0DSeHw,"""Fugu""",Capitol,"""411 W Gilman St""",Madison,WI,53703.0,43.074411100000006,-89.3936466,3.5,156,0,Dim Sum;Restaurants;Thai;Asian Fusion;Chinese;Seafood;Soup,asian,other,soup,other,between lakes
320,49754,yLrCSSrSnpxB-0ZEPt19jA,"""Pizza Di Roma""",Capitol,"""313 State St""",Madison,WI,53703.0,43.0747746539,-89.390860818,3.5,94,1,Restaurants;Seafood;Italian;Pizza;Soup,american,american,soup,other,between lakes
321,49764,cPfnF9PAvVjamEdZM3wTzA,"""QQ Asian Buffet""",,"""1291 N Sherman Ave""",Madison,WI,53704.0,43.1137364,-89.3637805,2.0,11,0,Chinese;Restaurants,asian,other,other,other,northeast
322,49819,3wW0ls1tLyYabs2lwEndzA,"""Mercury Cafe""",Capitol,"""117 E Mifflin St""",Madison,WI,53703.0,43.076622,-89.383313,2.5,5,0,Greek;Restaurants;Dive Bars;Bars;Nightlife,european,other,other,other,between lakes
323,49820,wbia2cGn5pUSCZGLYTu0kw,"""Portage Pi Cafe & Juice Bar""",Capitol,"""601 Langdon St""",Madison,WI,53703.0,43.075514,-89.395657,4.0,10,1,Coffee & Tea;Cafes;Juice Bars & Smoothies;Food;Restaurants,american,american,other,other,between lakes
